city_id,city_name,dt,temp,humidity,pressure,weather_main,anomaly_name
3448439,São Paulo,1719516548,16.43,93,1009,Rain,storm_event
3448439,São Paulo,1719602948,21.11,61,1008,Clouds,pressure_drop
3448439,São Paulo,1719689348,21.52,65,1011,Clear,normal
3448439,São Paulo,1719775748,21.82,88,1014,Clear,normal
3448439,São Paulo,1719862148,20.11,49,1011,Clouds,normal
3448439,São Paulo,1719948548,16.4,65,1008,Clouds,pressure_drop
3448439,São Paulo,1720034948,17.27,89,1015,Clouds,normal
3448439,São Paulo,1720121348,11.68,66,1011,Clouds,normal
3448439,São Paulo,1720207748,14.2,61,1018,Clouds,normal
3448439,São Paulo,1720294148,16.5,59,1013,Clouds,normal
3448439,São Paulo,1720380548,17.78,92,1014,Rain,normal
3448439,São Paulo,1720466948,17.03,69,1010,Clear,normal
3448439,São Paulo,1720553348,17.0,92,1018,Rain,normal
3448439,São Paulo,1720639748,12.72,57,1016,Clear,normal
3448439,São Paulo,1720726148,14.58,56,1009,Clouds,normal
3448439,São Paulo,1720812548,14.75,54,1008,Rain,pressure_drop
3448439,São Paulo,1720898948,11.68,95,1008,Thunderstorm,storm_event
3448439,São Paulo,1720985348,21.16,46,1010,Clouds,normal
3448439,São Paulo,1721071748,21.16,48,1013,Clear,normal
3448439,São Paulo,1721158148,20.79,61,1013,Rain,normal
3448439,São Paulo,1721244548,15.47,64,1009,Clear,normal
3448439,São Paulo,1721330948,15.75,70,1012,Clouds,normal
3448439,São Paulo,1721417348,18.98,69,1016,Clouds,normal
3448439,São Paulo,1721503748,16.42,55,1016,Clear,normal
3448439,São Paulo,1721590148,21.16,92,1020,Clear,normal
3448439,São Paulo,1721676548,14.49,49,1019,Clear,normal
3448439,São Paulo,1721762948,17.63,55,1015,Rain,normal
3448439,São Paulo,1721849348,15.23,71,1015,Clouds,normal
3448439,São Paulo,1721935748,16.16,75,1014,Drizzle,normal
3448439,São Paulo,1722022148,15.82,69,1015,Clear,normal
3448439,São Paulo,1722108548,11.98,72,1021,Clear,normal
3448439,São Paulo,1722194948,18.6,61,1014,Clouds,normal
3448439,São Paulo,1722281348,22.54,36,1016,Clear,drought
3448439,São Paulo,1722367748,19.4,74,1021,Clouds,normal
3448439,São Paulo,1722454148,18.51,62,1015,Clear,normal
3448439,São Paulo,1722540548,20.0,66,1017,Rain,normal
3448439,São Paulo,1722626948,20.45,79,1021,Clear,normal
3448439,São Paulo,1722713348,13.62,77,1009,Drizzle,normal
3448439,São Paulo,1722799748,19.12,59,1011,Clear,normal
3448439,São Paulo,1722886148,15.45,57,1008,Rain,pressure_drop
3448439,São Paulo,1722972548,15.91,85,1017,Clear,normal
3448439,São Paulo,1723058948,18.29,70,1016,Clear,normal
3448439,São Paulo,1723145348,12.87,60,1017,Clear,normal
3448439,São Paulo,1723231748,21.21,74,1017,Clouds,normal
3448439,São Paulo,1723318148,19.56,83,1015,Clouds,normal
3448439,São Paulo,1723404548,18.21,57,1014,Clear,normal
3448439,São Paulo,1723490948,18.49,83,1011,Clear,normal
3448439,São Paulo,1723577348,21.22,58,1012,Clouds,normal
3448439,São Paulo,1723663748,19.64,69,1019,Clouds,normal
3448439,São Paulo,1723750148,19.63,76,1022,Clouds,normal
3448439,São Paulo,1723836548,12.87,91,1013,Clear,normal
3448439,São Paulo,1723922948,20.79,46,1010,Clear,normal
3448439,São Paulo,1724009348,15.56,75,1016,Clouds,normal
3448439,São Paulo,1724095748,14.02,40,1015,Clear,normal
3448439,São Paulo,1724182148,18.68,78,1015,Clear,normal
3448439,São Paulo,1724268548,18.1,76,1012,Clear,normal
3448439,São Paulo,1724354948,18.02,80,1013,Clouds,normal
3448439,São Paulo,1724441348,16.87,67,1017,Clouds,normal
3448439,São Paulo,1724527748,14.31,48,1009,Clear,normal
3448439,São Paulo,1724614148,19.4,65,1015,Clouds,normal
3448439,São Paulo,1724700548,20.84,68,1019,Clouds,normal
3448439,São Paulo,1724786948,15.45,60,1009,Clear,normal
3448439,São Paulo,1724873348,16.64,80,1021,Clouds,normal
3448439,São Paulo,1724959748,15.75,94,1012,Thunderstorm,storm_event
3448439,São Paulo,1725046148,12.98,82,1012,Clear,normal
3448439,São Paulo,1725132548,14.87,60,1016,Clouds,normal
3448439,São Paulo,1725218948,21.34,75,1018,Clear,normal
3448439,São Paulo,1725305348,16.17,90,1013,Rain,normal
3448439,São Paulo,1725391748,20.02,75,1020,Clear,normal
3448439,São Paulo,1725478148,20.59,72,1018,Clear,normal
3448439,São Paulo,1725564548,21.35,70,1015,Clear,normal
3448439,São Paulo,1725650948,15.85,42,1011,Clear,normal
3448439,São Paulo,1725737348,19.56,92,1018,Clouds,normal
3448439,São Paulo,1725823748,21.39,65,1013,Clouds,normal
3448439,São Paulo,1725910148,22.17,65,1018,Clear,normal
3448439,São Paulo,1725996548,20.41,92,1015,Clouds,normal
3448439,São Paulo,1726082948,20.66,78,1014,Clouds,normal
3448439,São Paulo,1726169348,18.17,76,1012,Clear,normal
3448439,São Paulo,1726255748,19.81,89,1013,Thunderstorm,storm_event
3448439,São Paulo,1726342148,19.58,76,1013,Clear,normal
3448439,São Paulo,1726428548,15.16,75,1009,Drizzle,normal
3448439,São Paulo,1726514948,22.96,60,1010,Clear,normal
3448439,São Paulo,1726601348,18.84,92,1016,Clear,normal
3448439,São Paulo,1726687748,10.3,47,1017,Clouds,cold_snap
3448439,São Paulo,1726774148,20.15,81,1015,Clear,normal
3448439,São Paulo,1726860548,18.43,82,1019,Clouds,normal
3448439,São Paulo,1726946948,17.86,88,1014,Clear,normal
3448439,São Paulo,1727033348,19.13,90,1015,Clear,normal
3448439,São Paulo,1727119748,24.87,79,1011,Rain,normal
3448439,São Paulo,1727206148,15.92,79,1013,Clouds,normal
3448439,São Paulo,1727292548,17.59,50,1008,Clouds,pressure_drop
3448439,São Paulo,1727378948,18.03,73,1014,Clouds,normal
3448439,São Paulo,1727465348,19.94,73,1011,Clouds,normal
3448439,São Paulo,1727551748,22.29,75,1016,Clouds,normal
3448439,São Paulo,1727638148,25.76,69,1013,Clouds,normal
3448439,São Paulo,1727724548,17.45,53,1012,Clear,normal
3448439,São Paulo,1727810948,12.84,63,1017,Clear,cold_snap
3448439,São Paulo,1727897348,20.66,83,1008,Clear,pressure_drop
3448439,São Paulo,1727983748,22.7,70,1010,Clear,normal
3448439,São Paulo,1728070148,18.14,76,1008,Rain,pressure_drop
3448439,São Paulo,1728156548,17.24,92,1017,Drizzle,normal
3448439,São Paulo,1728242948,17.15,98,1009,Rain,storm_event
3448439,São Paulo,1728329348,23.15,92,1011,Clouds,normal
3448439,São Paulo,1728415748,21.84,90,1011,Clear,normal
3448439,São Paulo,1728502148,26.16,58,1009,Drizzle,normal
3448439,São Paulo,1728588548,22.02,84,1008,Clear,pressure_drop
3448439,São Paulo,1728674948,22.61,59,1020,Clouds,normal
3448439,São Paulo,1728761348,21.31,98,1017,Clouds,extreme_humidity
3448439,São Paulo,1728847748,23.03,50,1008,Clouds,pressure_drop
3448439,São Paulo,1728934148,21.84,60,1015,Rain,normal
3448439,São Paulo,1729020548,23.15,71,1013,Clouds,normal
3448439,São Paulo,1729106948,20.0,68,1016,Clouds,normal
3448439,São Paulo,1729193348,22.49,60,1014,Clouds,normal
3448439,São Paulo,1729279748,18.37,55,1018,Rain,normal
3448439,São Paulo,1729366148,16.09,70,1011,Rain,normal
3448439,São Paulo,1729452548,22.78,81,1009,Rain,normal
3448439,São Paulo,1729538948,21.67,63,1015,Clouds,normal
3448439,São Paulo,1729625348,21.76,50,1008,Clear,pressure_drop
3448439,São Paulo,1729711748,20.61,96,1008,Rain,pressure_drop
3448439,São Paulo,1729798148,18.19,76,1016,Clouds,normal
3448439,São Paulo,1729884548,21.68,92,1011,Rain,normal
3448439,São Paulo,1729970948,18.74,63,1015,Clear,normal
3448439,São Paulo,1730057348,16.8,86,1013,Drizzle,normal
3448439,São Paulo,1730143748,21.94,57,1010,Clear,normal
3448439,São Paulo,1730230148,22.15,92,1015,Rain,normal
3448439,São Paulo,1730316548,18.46,93,1013,Thunderstorm,storm_event
3448439,São Paulo,1730402948,20.02,61,1018,Clear,normal
3448439,São Paulo,1730489348,13.67,58,1018,Clear,cold_snap
3448439,São Paulo,1730575748,14.51,86,1008,Clouds,pressure_drop
3448439,São Paulo,1730662148,18.96,40,1011,Clouds,normal
3448439,São Paulo,1730748548,20.46,84,1014,Clear,normal
3448439,São Paulo,1730834948,24.38,72,1008,Drizzle,pressure_drop
3448439,São Paulo,1730921348,18.62,76,1014,Clouds,normal
3448439,São Paulo,1731007748,20.95,78,1011,Clear,normal
3448439,São Paulo,1731094148,20.44,51,1009,Clouds,normal
3448439,São Paulo,1731180548,20.07,53,1014,Clear,normal
3448439,São Paulo,1731266948,16.13,47,1011,Clear,normal
3448439,São Paulo,1731353348,21.71,79,1011,Clouds,normal
3448439,São Paulo,1731439748,22.14,69,1016,Clear,normal
3448439,São Paulo,1731526148,21.7,70,1017,Clear,normal
3448439,São Paulo,1731612548,16.79,40,1017,Clouds,normal
3448439,São Paulo,1731698948,18.34,55,1013,Rain,normal
3448439,São Paulo,1731785348,19.51,96,1010,Thunderstorm,storm_event
3448439,São Paulo,1731871748,20.21,53,1021,Clouds,normal
3448439,São Paulo,1731958148,23.92,61,1015,Rain,normal
3448439,São Paulo,1732044548,24.22,77,1017,Clear,normal
3448439,São Paulo,1732130948,15.21,78,1008,Clouds,pressure_drop
3448439,São Paulo,1732217348,19.54,63,1019,Drizzle,normal
3448439,São Paulo,1732303748,21.64,87,1014,Clear,normal
3448439,São Paulo,1732390148,18.15,78,1011,Rain,normal
3448439,São Paulo,1732476548,23.88,96,1008,Clouds,pressure_drop
3448439,São Paulo,1732562948,21.63,68,1014,Clouds,normal
3448439,São Paulo,1732649348,20.59,57,1010,Clear,normal
3448439,São Paulo,1732735748,15.2,78,1008,Clouds,pressure_drop
3448439,São Paulo,1732822148,23.56,83,1017,Clear,normal
3448439,São Paulo,1732908548,18.79,52,1015,Clouds,normal
3448439,São Paulo,1732994948,24.32,89,1013,Rain,normal
3448439,São Paulo,1733081348,26.12,61,1012,Clear,normal
3448439,São Paulo,1733167748,24.18,54,1015,Clear,normal
3448439,São Paulo,1733254148,26.19,68,1011,Clear,normal
3448439,São Paulo,1733340548,29.41,47,1009,Clouds,normal
3448439,São Paulo,1733426948,25.61,64,1014,Clouds,normal
3448439,São Paulo,1733513348,20.48,69,1020,Clear,normal
3448439,São Paulo,1733599748,24.51,53,1011,Clear,normal
3448439,São Paulo,1733686148,29.39,91,1013,Clouds,normal
3448439,São Paulo,1733772548,30.26,62,1015,Clear,normal
3448439,São Paulo,1733858948,30.59,76,1012,Clouds,normal
3448439,São Paulo,1733945348,24.56,56,1017,Clear,normal
3448439,São Paulo,1734031748,25.1,97,1013,Clouds,extreme_humidity
3448439,São Paulo,1734118148,20.62,97,1015,Clouds,extreme_humidity
3448439,São Paulo,1734204548,21.65,63,1015,Clear,normal
3448439,São Paulo,1734290948,27.78,44,1013,Clear,normal
3448439,São Paulo,1734377348,25.41,79,1011,Rain,normal
3448439,São Paulo,1734463748,20.48,40,1014,Clear,normal
3448439,São Paulo,1734550148,25.26,63,1015,Clouds,normal
3448439,São Paulo,1734636548,18.32,44,1015,Clear,cold_snap
3448439,São Paulo,1734722948,28.89,57,1009,Clouds,normal
3448439,São Paulo,1734809348,23.29,55,1013,Clear,normal
3448439,São Paulo,1734895748,24.7,79,1012,Clouds,normal
3448439,São Paulo,1734982148,26.83,41,1016,Clouds,normal
3448439,São Paulo,1735068548,25.14,87,1012,Clear,normal
3448439,São Paulo,1735154948,24.93,45,1015,Clouds,normal
3448439,São Paulo,1735241348,23.51,69,1016,Clear,normal
3448439,São Paulo,1735327748,28.2,81,1019,Clear,normal
3448439,São Paulo,1735414148,29.21,55,1010,Rain,normal
3448439,São Paulo,1735500548,24.0,61,1021,Clear,normal
3448439,São Paulo,1735586948,24.05,92,1011,Thunderstorm,storm_event
3448439,São Paulo,1735673348,26.74,81,1020,Clear,normal
3448439,São Paulo,1735759748,27.25,50,1014,Clear,normal
3448439,São Paulo,1735846148,25.14,97,1015,Rain,extreme_humidity
3448439,São Paulo,1735932548,28.83,70,1013,Clear,normal
3448439,São Paulo,1736018948,20.88,72,1009,Clear,normal
3448439,São Paulo,1736105348,26.89,73,1010,Clear,normal
3448439,São Paulo,1736191748,29.27,66,1019,Drizzle,normal
3448439,São Paulo,1736278148,29.9,68,1010,Clouds,normal
3448439,São Paulo,1736364548,25.63,47,1013,Clear,normal
3448439,São Paulo,1736450948,28.11,67,1013,Clouds,normal
3448439,São Paulo,1736537348,26.3,75,1010,Clouds,normal
3448439,São Paulo,1736623748,28.58,61,1009,Clear,normal
3448439,São Paulo,1736710148,26.92,45,1015,Clouds,normal
3448439,São Paulo,1736796548,26.69,87,1009,Rain,normal
3448439,São Paulo,1736882948,27.29,62,1012,Clear,normal
3448439,São Paulo,1736969348,29.55,92,1018,Clear,normal
3448439,São Paulo,1737055748,26.64,89,1013,Rain,normal
3448439,São Paulo,1737142148,25.57,56,1012,Clear,normal
3448439,São Paulo,1737228548,26.82,71,1008,Drizzle,pressure_drop
3448439,São Paulo,1737314948,24.76,77,1015,Clear,normal
3448439,São Paulo,1737401348,29.45,59,1009,Clear,normal
3448439,São Paulo,1737487748,23.09,67,1013,Clear,normal
3448439,São Paulo,1737574148,27.33,71,1015,Clear,normal
3448439,São Paulo,1737660548,25.92,98,1009,Drizzle,extreme_humidity
3448439,São Paulo,1737746948,20.88,67,1014,Clear,normal
3448439,São Paulo,1737833348,26.38,88,1008,Drizzle,pressure_drop
3448439,São Paulo,1737919748,26.98,59,1014,Clouds,normal
3448439,São Paulo,1738006148,24.28,78,1016,Clear,normal
3448439,São Paulo,1738092548,28.24,76,1014,Clear,normal
3448439,São Paulo,1738178948,23.51,73,1013,Rain,normal
3448439,São Paulo,1738265348,22.52,63,1014,Clear,normal
3448439,São Paulo,1738351748,22.17,87,1014,Clear,normal
3448439,São Paulo,1738438148,27.54,68,1008,Rain,pressure_drop
3448439,São Paulo,1738524548,30.06,55,1018,Clear,normal
3448439,São Paulo,1738610948,22.23,66,1008,Drizzle,pressure_drop
3448439,São Paulo,1738697348,30.03,61,1014,Clear,normal
3448439,São Paulo,1738783748,20.41,64,1008,Clouds,pressure_drop
3448439,São Paulo,1738870148,26.62,87,1019,Rain,normal
3448439,São Paulo,1738956548,26.67,60,1016,Clear,normal
3448439,São Paulo,1739042948,26.29,66,1009,Rain,normal
3448439,São Paulo,1739129348,25.21,65,1012,Drizzle,normal
3448439,São Paulo,1739215748,24.15,85,1017,Drizzle,normal
3448439,São Paulo,1739302148,29.46,78,1016,Clear,normal
3448439,São Paulo,1739388548,27.44,60,1014,Rain,normal
3448439,São Paulo,1739474948,26.75,98,1018,Drizzle,extreme_humidity
3448439,São Paulo,1739561348,22.75,67,1012,Rain,normal
3448439,São Paulo,1739647748,24.97,67,1011,Clear,normal
3448439,São Paulo,1739734148,25.99,51,1013,Clear,normal
3448439,São Paulo,1739820548,23.89,96,1011,Thunderstorm,storm_event
3448439,São Paulo,1739906948,20.73,55,1013,Rain,normal
3448439,São Paulo,1739993348,25.52,85,1014,Rain,normal
3448439,São Paulo,1740079748,25.99,86,1009,Clear,normal
3448439,São Paulo,1740166148,24.46,62,1017,Clear,normal
3448439,São Paulo,1740252548,24.91,76,1018,Clear,normal
3448439,São Paulo,1740338948,28.68,66,1012,Clear,normal
3448439,São Paulo,1740425348,26.29,72,1019,Rain,normal
3448439,São Paulo,1740511748,22.66,63,1013,Rain,normal
3448439,São Paulo,1740598148,23.57,92,1021,Clear,normal
3448439,São Paulo,1740684548,24.2,94,1008,Thunderstorm,storm_event
3448439,São Paulo,1740770948,23.19,61,1009,Clouds,normal
3448439,São Paulo,1740857348,26.77,72,1015,Clear,normal
3448439,São Paulo,1740943748,27.03,98,1011,Clouds,extreme_humidity
3448439,São Paulo,1741030148,26.37,45,1013,Clouds,normal
3448439,São Paulo,1741116548,27.96,64,1019,Clouds,normal
3448439,São Paulo,1741202948,25.74,78,1020,Clouds,normal
3448439,São Paulo,1741289348,23.26,52,1019,Clear,normal
3448439,São Paulo,1741375748,23.02,59,1015,Clear,normal
3448439,São Paulo,1741462148,24.73,56,1012,Clear,normal
3448439,São Paulo,1741548548,29.96,36,1017,Clear,drought
3448439,São Paulo,1741634948,25.92,55,1009,Clear,normal
3448439,São Paulo,1741721348,21.77,55,1009,Rain,normal
3448439,São Paulo,1741807748,29.69,73,1017,Clear,normal
3448439,São Paulo,1741894148,27.73,78,1012,Clouds,normal
3448439,São Paulo,1741980548,27.84,58,1011,Clouds,normal
3448439,São Paulo,1742066948,26.61,72,1012,Clear,normal
3448439,São Paulo,1742153348,26.58,98,1017,Drizzle,extreme_humidity
3448439,São Paulo,1742239748,23.84,92,1013,Clear,normal
3448439,São Paulo,1742326148,26.57,60,1009,Clear,normal
3448439,São Paulo,1742412548,22.41,82,1019,Clouds,normal
3448439,São Paulo,1742498948,27.16,55,1012,Clear,normal
3448439,São Paulo,1742585348,26.3,92,1010,Drizzle,normal
3448439,São Paulo,1742671748,28.43,59,1014,Clear,normal
3448439,São Paulo,1742758148,24.26,77,1016,Clouds,normal
3448439,São Paulo,1742844548,30.32,92,1010,Rain,normal
3448439,São Paulo,1742930948,26.45,57,1019,Clouds,normal
3448439,São Paulo,1743017348,25.84,85,1009,Clouds,normal
3448439,São Paulo,1743103748,28.43,67,1015,Clear,normal
3448439,São Paulo,1743190148,26.33,92,1017,Clear,normal
3448439,São Paulo,1743276548,25.27,60,1009,Clouds,normal
3448439,São Paulo,1743362948,28.55,42,1012,Clear,normal
3448439,São Paulo,1743449348,23.93,77,1009,Rain,normal
3448439,São Paulo,1743535748,12.52,35,1016,Clear,cold_snap
3448439,São Paulo,1743622148,12.52,60,1016,Clouds,cold_snap
3448439,São Paulo,1743708548,18.79,84,1017,Rain,normal
3448439,São Paulo,1743794948,22.11,48,1019,Clear,normal
3448439,São Paulo,1743881348,12.52,64,1015,Clear,cold_snap
3448439,São Paulo,1743967748,22.08,87,1008,Clouds,pressure_drop
3448439,São Paulo,1744054148,20.53,79,1009,Clear,normal
3448439,São Paulo,1744140548,23.7,78,1016,Rain,normal
3448439,São Paulo,1744226948,23.01,92,1014,Clouds,normal
3448439,São Paulo,1744313348,22.28,80,1012,Rain,normal
3448439,São Paulo,1744399748,21.96,73,1017,Rain,normal
3448439,São Paulo,1744486148,22.7,56,1013,Rain,normal
3448439,São Paulo,1744572548,19.73,62,1014,Clouds,normal
3448439,São Paulo,1744658948,19.73,82,1009,Clear,normal
3448439,São Paulo,1744745348,19.72,74,1011,Clear,normal
3448439,São Paulo,1744831748,24.87,88,1009,Rain,normal
3448439,São Paulo,1744918148,15.84,69,1016,Clouds,normal
3448439,São Paulo,1745004548,21.48,73,1020,Clouds,normal
3448439,São Paulo,1745090948,13.12,98,1013,Rain,extreme_humidity
3448439,São Paulo,1745177348,15.38,70,1019,Clear,normal
3448439,São Paulo,1745263748,21.99,56,1013,Clouds,normal
3448439,São Paulo,1745350148,19.21,88,1009,Rain,normal
3448439,São Paulo,1745436548,20.35,77,1010,Clear,normal
3448439,São Paulo,1745522948,19.9,66,1013,Clear,normal
3448439,São Paulo,1745609348,23.12,72,1017,Clouds,normal
3448439,São Paulo,1745695748,22.55,74,1019,Rain,normal
3448439,São Paulo,1745782148,25.25,57,1022,Clouds,normal
3448439,São Paulo,1745868548,24.0,69,1014,Clouds,normal
3448439,São Paulo,1745954948,22.16,88,1016,Clouds,normal
3448439,São Paulo,1746041348,23.53,82,1017,Clear,normal
3448439,São Paulo,1746127748,20.63,53,1011,Clouds,normal
3448439,São Paulo,1746214148,21.12,74,1008,Rain,pressure_drop
3448439,São Paulo,1746300548,15.84,49,1019,Clear,normal
3448439,São Paulo,1746386948,22.51,47,1020,Clouds,normal
3448439,São Paulo,1746473348,22.3,92,1019,Rain,normal
3448439,São Paulo,1746559748,20.46,86,1013,Drizzle,normal
3448439,São Paulo,1746646148,21.09,92,1015,Clear,normal
3448439,São Paulo,1746732548,22.5,79,1012,Clear,normal
3448439,São Paulo,1746818948,22.8,79,1015,Clouds,normal
3448439,São Paulo,1746905348,17.38,46,1009,Clear,normal
3448439,São Paulo,1746991748,24.79,77,1009,Rain,normal
3448439,São Paulo,1747078148,27.02,46,1013,Clear,normal
3448439,São Paulo,1747164548,22.78,79,1013,Drizzle,normal
3448439,São Paulo,1747250948,19.02,77,1010,Clear,normal
3448439,São Paulo,1747337348,21.97,57,1015,Clouds,normal
3448439,São Paulo,1747423748,18.24,71,1009,Drizzle,normal
3448439,São Paulo,1747510148,18.3,93,1009,Rain,storm_event
3448439,São Paulo,1747596548,25.39,70,1014,Clear,normal
3448439,São Paulo,1747682948,20.34,98,1019,Clouds,extreme_humidity
3448439,São Paulo,1747769348,21.64,73,1018,Clear,normal
3448439,São Paulo,1747855748,16.42,68,1012,Clouds,normal
3448439,São Paulo,1747942148,20.49,40,1010,Clouds,normal
3448439,São Paulo,1748028548,20.73,67,1008,Drizzle,pressure_drop
3448439,São Paulo,1748114948,24.65,82,1014,Clouds,normal
3448439,São Paulo,1748201348,23.27,73,1016,Clouds,normal
3448439,São Paulo,1748287748,28.89,55,1008,Clouds,pressure_drop
3448439,São Paulo,1748374148,23.67,55,1011,Rain,normal
3448439,São Paulo,1748460548,23.94,69,1014,Clouds,normal
3448439,São Paulo,1748546948,20.73,41,1012,Clear,normal
3448439,São Paulo,1748633348,22.61,44,1012,Clouds,normal
3448439,São Paulo,1748719748,20.34,47,1012,Clear,normal
3448439,São Paulo,1748806148,19.48,86,1014,Rain,normal
3448439,São Paulo,1748892548,15.24,45,1012,Clear,normal
3448439,São Paulo,1748978948,14.32,64,1018,Clouds,normal
3448439,São Paulo,1749065348,17.49,59,1016,Clouds,normal
3448439,São Paulo,1749151748,13.54,43,1015,Clouds,normal
3448439,São Paulo,1749238148,12.42,67,1019,Clouds,normal
3448439,São Paulo,1749324548,18.89,57,1014,Drizzle,normal
3448439,São Paulo,1749410948,19.94,47,1013,Clouds,normal
3448439,São Paulo,1749497348,13.66,68,1010,Rain,normal
3448439,São Paulo,1749583748,18.06,92,1009,Drizzle,normal
3448439,São Paulo,1749670148,20.79,40,1014,Clouds,normal
3448439,São Paulo,1749756548,18.78,70,1012,Rain,normal
3448439,São Paulo,1749842948,16.75,68,1013,Rain,normal
3448439,São Paulo,1749929348,22.42,40,1016,Clear,normal
3448439,São Paulo,1750015748,18.96,63,1018,Clear,normal
3448439,São Paulo,1750102148,17.93,79,1009,Clear,normal
3448439,São Paulo,1750188548,18.42,78,1011,Clouds,normal
3448439,São Paulo,1750274948,17.81,71,1016,Rain,normal
3448439,São Paulo,1750361348,20.02,74,1014,Drizzle,normal
3448439,São Paulo,1750447748,12.44,93,1009,Rain,storm_event
3448439,São Paulo,1750534148,17.56,60,1019,Clouds,normal
3448439,São Paulo,1750620548,15.73,56,1008,Clouds,pressure_drop
3448439,São Paulo,1750706948,18.85,56,1014,Clear,normal
3448439,São Paulo,1750793348,18.46,55,1018,Rain,normal
3448439,São Paulo,1750879748,18.7,94,1013,Thunderstorm,storm_event
3448439,São Paulo,1750966148,15.56,65,1015,Clear,normal
3448439,São Paulo,1751052548,15.56,75,1009,Rain,normal
3448439,São Paulo,1751138948,16.81,40,1018,Clouds,normal
3448439,São Paulo,1751225348,15.49,58,1010,Clouds,normal
3448439,São Paulo,1751311748,15.99,81,1013,Clouds,normal
3448439,São Paulo,1751398148,17.2,63,1008,Rain,pressure_drop
3448439,São Paulo,1751484548,18.63,66,1009,Drizzle,normal
3448439,São Paulo,1751570948,16.87,46,1016,Clouds,normal
3448439,São Paulo,1751657348,21.16,55,1014,Rain,normal
3448439,São Paulo,1751743748,16.78,40,1015,Clouds,normal
3448439,São Paulo,1751830148,15.27,83,1015,Rain,normal
3448439,São Paulo,1751916548,11.68,90,1014,Rain,normal
3448439,São Paulo,1752002948,14.94,58,1017,Clear,normal
3448439,São Paulo,1752089348,19.07,44,1012,Clouds,normal
3448439,São Paulo,1752175748,19.27,68,1011,Clouds,normal
3448439,São Paulo,1752262148,16.61,67,1014,Clouds,normal
3448439,São Paulo,1752348548,15.88,43,1013,Clear,normal
3448439,São Paulo,1752434948,12.96,64,1011,Clear,normal
3448439,São Paulo,1752521348,15.44,91,1016,Clear,normal
3448439,São Paulo,1752607748,18.12,54,1012,Clouds,normal
3448439,São Paulo,1752694148,15.18,87,1011,Rain,normal
3448439,São Paulo,1752780548,19.89,62,1008,Rain,pressure_drop
3448439,São Paulo,1752866948,22.74,96,1008,Rain,pressure_drop
3448439,São Paulo,1752953348,16.6,48,1012,Clouds,normal
3448439,São Paulo,1753039748,13.75,50,1014,Clear,normal
